dr_asset_id,dr_discharge,dr_jurisdiction,dr_lat,dr_lon,dr_owner,dr_subtype,dr_subwatershed,dr_type
OCRC_182,Rush Creek,Ottawa County Water Resource Commissioner,42.8899588531,-85.8517971187,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_184,Rush Creek,Ottawa County Water Resource Commissioner,42.8916907538,-85.85181383189999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_186,Rush Creek,Ottawa County Water Resource Commissioner,42.8922238827,-85.8518525427,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_194,Rush Creek,Ottawa County Water Resource Commissioner,42.8962328221,-85.8518633358,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_195,Rush Creek,Ottawa County Water Resource Commissioner,42.896480334,-85.8518822356,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_189,Rush Creek,Ottawa County Water Resource Commissioner,42.892995165500004,-85.8518969686,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_191,Rush Creek,Ottawa County Water Resource Commissioner,42.8937096273,-85.851914112,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_192,Rush Creek,Ottawa County Water Resource Commissioner,42.8944528357,-85.8519189853,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_196,Rush Creek,Ottawa County Water Resource Commissioner,42.896927390900004,-85.8519448061,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_173,Rush Creek,Ottawa County Water Resource Commissioner,42.8871326616,-85.8519531219,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_176,Rush Creek,Ottawa County Water Resource Commissioner,42.8878253148,-85.8519619657,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_178,Rush Creek,Ottawa County Water Resource Commissioner,42.8880461875,-85.8519776324,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_200,Rush Creek,Ottawa County Water Resource Commissioner,42.898784486,-85.8520282553,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_181,Rush Creek,Ottawa County Water Resource Commissioner,42.8890902657,-85.8520302786,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_198,Rush Creek,Ottawa County Water Resource Commissioner,42.8984413766,-85.8520329822,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_72,Rush Creek,Ottawa County Water Resource Commissioner,42.9017178112,-85.852052604,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_183,Rush Creek,Ottawa County Water Resource Commissioner,42.8900317011,-85.8520580525,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_70,Rush Creek,Ottawa County Water Resource Commissioner,42.9021976599,-85.8520848596,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_203,Rush Creek,Ottawa County Water Resource Commissioner,42.8997842273,-85.8520911325,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_202,Rush Creek,Ottawa County Water Resource Commissioner,42.8994030133,-85.8520949445,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_62,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9041565034,-85.85211113609999,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_185,Rush Creek,Ottawa County Water Resource Commissioner,42.8916771938,-85.8521245381,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_63,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.903980953499996,-85.852127662,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_65,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.904834495500005,-85.8521481495,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_187,Rush Creek,Ottawa County Water Resource Commissioner,42.8922200169,-85.8521505245,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_68,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9058404556,-85.8521722962,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_188,Rush Creek,Ottawa County Water Resource Commissioner,42.8929909634,-85.85222086579999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_190,Rush Creek,Ottawa County Water Resource Commissioner,42.893695394699996,-85.8522766524,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_197,Rush Creek,Ottawa County Water Resource Commissioner,42.8969325467,-85.8522819093,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_193,Rush Creek,Ottawa County Water Resource Commissioner,42.8944573191,-85.8523078998,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_201,Rush Creek,Ottawa County Water Resource Commissioner,42.8987901459,-85.8523264973,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_199,Rush Creek,Ottawa County Water Resource Commissioner,42.8984470365,-85.8523312225,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_204,Rush Creek,Ottawa County Water Resource Commissioner,42.899389957,-85.8523668177,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_205,Rush Creek,Ottawa County Water Resource Commissioner,42.899780529000004,-85.8523761933,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_71,Rush Creek,Ottawa County Water Resource Commissioner,42.9017125663,-85.8524568846,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_64,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.903976246300005,-85.8524904913,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_69,Rush Creek,Ottawa County Water Resource Commissioner,42.9021846594,-85.8524993267,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_66,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9048295193,-85.85253171720001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_67,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9058357483,-85.85253513640001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_170,Rush Creek,Ottawa County Water Resource Commissioner,42.8852432531,-85.861963555,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_169,Rush Creek,Ottawa County Water Resource Commissioner,42.8854183989,-85.86197815220001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_565,Rush Creek,Ottawa County Water Resource Commissioner,42.840260903,-85.8624163955,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_564,Rush Creek,Ottawa County Water Resource Commissioner,42.840413280300005,-85.8624233117,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_568,Rush Creek,Ottawa County Water Resource Commissioner,42.8404101398,-85.8632098848,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_569,Rush Creek,Ottawa County Water Resource Commissioner,42.840271924899994,-85.8632130205,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_167,Rush Creek,Ottawa County Water Resource Commissioner,42.8854049631,-85.86366241489999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_168,Rush Creek,Ottawa County Water Resource Commissioner,42.885295243,-85.8636727201,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_566,Rush Creek,Ottawa County Water Resource Commissioner,42.8404101379,-85.8639382635,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_567,Rush Creek,Ottawa County Water Resource Commissioner,42.8402719229,-85.8639413975,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_166,Rush Creek,Ottawa County Water Resource Commissioner,42.8854548521,-85.8645836661,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_165,Rush Creek,Ottawa County Water Resource Commissioner,42.8855548766,-85.86458608640001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_163,Rush Creek,Ottawa County Water Resource Commissioner,42.8855499757,-85.8653245966,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_562,Rush Creek,Ottawa County Water Resource Commissioner,42.8401989673,-85.86532840539999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_164,Rush Creek,Ottawa County Water Resource Commissioner,42.8854546294,-85.8653287676,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_563,Rush Creek,Ottawa County Water Resource Commissioner,42.8404220279,-85.865395309,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_561,Rush Creek,Ottawa County Water Resource Commissioner,42.8402515876,-85.86567606210001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_560,Rush Creek,Ottawa County Water Resource Commissioner,42.8403967352,-85.8656892859,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_558,Rush Creek,Ottawa County Water Resource Commissioner,42.840249146,-85.8664076175,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_559,Rush Creek,Ottawa County Water Resource Commissioner,42.8403919544,-85.86641754909999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_160,Rush Creek,Ottawa County Water Resource Commissioner,42.8861072938,-85.8664266042,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_158,Rush Creek,Ottawa County Water Resource Commissioner,42.8869504421,-85.8664405518,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_159,Rush Creek,Ottawa County Water Resource Commissioner,42.8861057664,-85.8665431939,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_157,Rush Creek,Ottawa County Water Resource Commissioner,42.886948744899996,-85.8665700976,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_557,Rush Creek,Ottawa County Water Resource Commissioner,42.8402464829,-85.8669740687,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_556,Rush Creek,Ottawa County Water Resource Commissioner,42.8403845706,-85.86698065,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_162,Rush Creek,Ottawa County Water Resource Commissioner,42.8854628561,-85.8672468078,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_161,Rush Creek,Ottawa County Water Resource Commissioner,42.8855675588,-85.867255825,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_553,Rush Creek,Ottawa County Water Resource Commissioner,42.8401932235,-85.8675200326,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_555,Rush Creek,Ottawa County Water Resource Commissioner,42.8403779641,-85.8675296878,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_554,Rush Creek,Ottawa County Water Resource Commissioner,42.8402113957,-85.8677328352,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_551,Rush Creek,Ottawa County Water Resource Commissioner,42.8403775714,-85.8684309259,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_552,Rush Creek,Ottawa County Water Resource Commissioner,42.8402746203,-85.8684336099,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_172,Rush Creek,Ottawa County Water Resource Commissioner,42.8855385389,-85.86854876439999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_171,Rush Creek,Ottawa County Water Resource Commissioner,42.8854447345,-85.8685560294,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_550,Rush Creek,Ottawa County Water Resource Commissioner,42.840278031,-85.86933493890001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_549,Rush Creek,Ottawa County Water Resource Commissioner,42.8403770015,-85.8693451089,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_548,Rush Creek,Ottawa County Water Resource Commissioner,42.8402789922,-85.8705489258,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_547,Rush Creek,Ottawa County Water Resource Commissioner,42.84037997,-85.8705513771,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_546,Rush Creek,Ottawa County Water Resource Commissioner,42.8402751075,-85.8712791522,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_545,Rush Creek,Ottawa County Water Resource Commissioner,42.840374112,-85.87128673630001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_544,Rush Creek,Ottawa County Water Resource Commissioner,42.8402654684,-85.8720118285,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_543,Rush Creek,Ottawa County Water Resource Commissioner,42.8403853283,-85.8720276899,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_542,Rush Creek,Ottawa County Water Resource Commissioner,42.840268786399996,-85.8727733074,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_541,Rush Creek,Ottawa County Water Resource Commissioner,42.8404077326,-85.8727870445,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_540,Rush Creek,Ottawa County Water Resource Commissioner,42.840261315700005,-85.87348531800001,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_539,Rush Creek,Ottawa County Water Resource Commissioner,42.8403717515,-85.87349318369999,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_538,Rush Creek,Ottawa County Water Resource Commissioner,42.8402496208,-85.8742283033,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_537,Rush Creek,Ottawa County Water Resource Commissioner,42.8403525037,-85.8742308069,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_7,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9751720091,-85.8845323865,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_9,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9760799076,-85.8845688186,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_8,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.975180048,-85.88470931100001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_10,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9762489946,-85.8847355624,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_5,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.973523801400006,-85.8847393274,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_6,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9736102375,-85.8848757593,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_1,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.972842203999996,-85.8852527506,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_2,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9728039147,-85.88540025510001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_3,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9732548015,-85.88545374569999,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_4,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9733881256,-85.88557719239999,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_288,Bass River,Ottawa County Water Resource Commissioner,42.943587252,-85.8884649262,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_287,Bass River,Ottawa County Water Resource Commissioner,42.943583043400004,-85.888781791,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_282,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.957731202,-85.8906824913,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_281,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9578207461,-85.89068469829999,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_280,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.95781042350001,-85.8913175562,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_279,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9577058113,-85.8923402799,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_278,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.957801860699995,-85.8923405741,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_277,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9576690853,-85.8938100167,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_276,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.957800067200004,-85.8938132516,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_22,Rush Creek,Ottawa County Water Resource Commissioner,42.885072042800005,-85.9012415394,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_297,Bass River,Ottawa County Water Resource Commissioner,42.9433556162,-85.9013989635,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_298,Bass River,Ottawa County Water Resource Commissioner,42.9432626946,-85.9013999003,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_23,Rush Creek,Ottawa County Water Resource Commissioner,42.8853345614,-85.9015622895,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_21,Rush Creek,Ottawa County Water Resource Commissioner,42.885078913899996,-85.9016175034,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_24,Rush Creek,Ottawa County Water Resource Commissioner,42.8852625879,-85.9017775589,Ottawa County Water Resource Commissioner,15.0,Rush Creek,Storm Water Inlet Drain
OCRC_20,Bass River,Ottawa County Water Resource Commissioner,42.921392791500004,-85.9025080563,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_19,Bass River,Ottawa County Water Resource Commissioner,42.9215982404,-85.90253649520001,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_25,Bass River,Ottawa County Water Resource Commissioner,42.921384806999995,-85.90278370989999,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_18,Bass River,Ottawa County Water Resource Commissioner,42.9215943818,-85.9028242458,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_285,Bass River,Ottawa County Water Resource Commissioner,42.9432024736,-85.9031881268,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_286,Bass River,Ottawa County Water Resource Commissioner,42.9433837089,-85.9032030058,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_295,Bass River,Ottawa County Water Resource Commissioner,42.9427440978,-85.9033240698,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_292,Bass River,Ottawa County Water Resource Commissioner,42.943975074,-85.903382542,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_290,Bass River,Ottawa County Water Resource Commissioner,42.944655546999996,-85.9034230138,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_296,Bass River,Ottawa County Water Resource Commissioner,42.9427358781,-85.90351064059999,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_306,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9575907867,-85.9035368403,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_305,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.957813693599995,-85.9035423807,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_291,Bass River,Ottawa County Water Resource Commissioner,42.9439763331,-85.9035444482,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_289,Bass River,Ottawa County Water Resource Commissioner,42.944651513400004,-85.9035461371,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_310,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9568630184,-85.9035888083,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_312,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.95608549520001,-85.9035967265,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_308,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.95746363560001,-85.9036387659,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_302,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.957963069099996,-85.90370177770001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_284,Bass River,Ottawa County Water Resource Commissioner,42.9432060476,-85.90371741540001,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_283,Bass River,Ottawa County Water Resource Commissioner,42.9433752566,-85.90371954540001,Ottawa County Water Resource Commissioner,15.0,Bass River,Storm Water Inlet Drain
OCRC_695,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9599496701,-85.9037687861,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_691,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.961602506300004,-85.90380338930001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_694,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9610306895,-85.9038086349,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_690,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.962964888100004,-85.9038242858,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_313,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9545193446,-85.9038483942,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_697,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9642927982,-85.90392866360001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_699,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9648594167,-85.9039557275,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_311,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9559661746,-85.9039673907,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_314,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9556612053,-85.90397018729999,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_700,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9657310387,-85.9039774006,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_703,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.966245264499996,-85.90400316270001,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_307,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9574557683,-85.9040122093,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_704,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9684319848,-85.9040186126,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_309,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9568712716,-85.90403919219999,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_301,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9579554625,-85.9040557701,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_696,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.960012437799996,-85.90406226399999,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
OCRC_707,Direct Drainage to Lower Grand River,Ottawa County Water Resource Commissioner,42.9691095782,-85.9040752019,Ottawa County Water Resource Commissioner,15.0,Direct Drainage to Lower Grand River,Storm Water Inlet Drain
